order_id,customer_id,restaurant_id,driver_id,order_timestamp,order_date,order_hour,day_of_week,is_weekend,city,delivery_area,customer_age,customer_type,restaurant_type,restaurant_primary_category,restaurant_rating,items_count,subtotal,discount_percent,tax_amount,service_fee,delivery_fee,order_total,payment_method,tip_amount,distance_km,weather,traffic_level,delivery_partner_experience_months,delivery_partner_rating,restaurant_preparation_time_minutes,estimated_delivery_time_minutes,actual_delivery_time_minutes,late_delivery,order_status,cancellation_reason,customer_rating
ORD_011849,CUS_00008,RES_0001,DRV_0020,2025-10-08 14:19:00,2025-10-08,14,Wednesday,0,City_A,City_A_Area_2,21,Premium,Fast Food,Local,3.9,2,17.79,5,2.37,0.56,0.0,19.83,Credit Card,0.0,8.1,Clear,High,39,4.4,6,47,43.0,0,Completed,,5.0
ORD_011850,CUS_00340,RES_0001,DRV_0089,2025-10-19 19:59:00,2025-10-19,19,Sunday,1,City_A,City_A_Area_8,34,New,Fast Food,Local,3.9,2,20.37,0,2.85,1.09,3.0,27.31,Digital Wallet,0.0,2.0,Clear,Low,27,4.8,13,16,23.0,1,Completed,,4.1
ORD_011851,CUS_00040,RES_0053,DRV_0095,2025-10-06 12:13:00,2025-10-06,12,Monday,0,City_D,City_D_Area_10,28,Regular,Casual Dining,Dessert,3.9,1,14.22,0,1.99,0.76,3.0,19.97,Cash,0.0,2.0,Clear,High,48,4.8,13,19,25.0,1,Completed,,4.0
ORD_011852,CUS_00007,RES_0006,DRV_0185,2025-10-15 12:20:00,2025-10-15,12,Wednesday,0,City_A,City_A_Area_6,18,New,Casual Dining,Healthy,4.7,4,54.71,0,7.66,3.33,5.4,71.1,Digital Wallet,6.57,6.8,Cloudy,Medium,19,3.8,25,46,57.0,1,Completed,,3.5
ORD_011853,CUS_00001,RES_0003,DRV_0136,2025-10-06 10:25:00,2025-10-06,10,Monday,0,City_C,City_C_Area_5,40,Premium,Cafe,Burger,4.8,8,54.96,0,7.69,3.15,0.0,65.8,Digital Wallet,0.0,1.8,Clear,Low,16,4.4,23,25,33.0,1,Completed,,4.0
ORD_011854,CUS_00136,RES_0157,DRV_0193,2025-10-09 19:43:00,2025-10-09,19,Thursday,0,City_B,City_B_Area_6,42,Regular,Fast Food,Healthy,4.3,1,8.07,0,1.13,0.3,4.25,13.75,Cash,0.0,4.5,Rain,Medium,8,4.0,11,24,33.0,1,Completed,,4.2
ORD_011855,CUS_00027,RES_0010,DRV_0015,2025-10-04 21:51:00,2025-10-04,21,Saturday,1,City_C,City_C_Area_2,18,New,Fast Food,Dessert,4.5,2,17.49,0,2.45,0.95,4.25,25.14,Cash,0.0,4.5,Clear,Medium,9,4.2,5,26,23.0,0,Completed,,5.0
ORD_011856,CUS_00015,RES_0006,DRV_0090,2025-10-16 10:37:00,2025-10-16,10,Thursday,0,City_A,City_A_Area_8,45,Regular,Casual Dining,Healthy,4.7,3,46.01,0,6.44,1.44,4.95,58.84,Credit Card,4.74,5.9,Clear,Low,44,5.0,22,35,40.0,0,Completed,,4.8
ORD_011857,CUS_00014,RES_0001,DRV_0010,2025-10-23 04:14:00,2025-10-23,4,Thursday,0,City_A,City_A_Area_9,26,Premium,Fast Food,Local,3.9,3,23.86,0,3.34,1.3,0.0,28.5,Credit Card,1.82,5.4,Clear,Medium,39,4.7,13,32,34.0,0,Completed,,4.9
ORD_011858,CUS_00302,RES_0004,DRV_0011,2025-10-10 13:41:00,2025-10-10,13,Friday,0,City_B,City_B_Area_5,26,New,Fast Food,Burger,4.2,2,19.47,0,2.73,0.67,4.85,27.72,Credit Card,0.0,5.7,Clear,Medium,22,4.8,12,31,33.0,0,Completed,,5.0
ORD_011859,CUS_00465,RES_0001,DRV_0167,2025-10-01 13:20:00,2025-10-01,13,Wednesday,0,City_A,City_A_Area_2,26,Regular,Fast Food,Local,3.9,6,59.02,10,7.44,2.41,2.5,65.47,Credit Card,0.0,1.0,Cloudy,Medium,19,4.3,26,24,33.0,1,Completed,,3.7
ORD_011860,CUS_00001,RES_0052,DRV_0067,2025-10-11 18:15:00,2025-10-11,18,Saturday,1,City_C,City_C_Area_9,40,Premium,Casual Dining,Asian,3.3,1,16.25,5,2.16,0.89,0.0,18.49,Credit Card,0.0,7.0,Clear,Low,1,4.6,9,30,27.0,0,Completed,,5.0
ORD_011861,CUS_00026,RES_0002,DRV_0106,2025-10-17 07:10:00,2025-10-17,7,Friday,0,City_D,City_D_Area_9,19,New,Fast Food,Burger,3.6,2,17.52,5,2.33,1.04,3.8,23.81,Digital Wallet,0.0,3.6,Clear,Medium,23,4.0,5,23,14.0,0,Completed,,4.4
ORD_011862,CUS_00261,RES_0004,DRV_0099,2025-10-18 20:47:00,2025-10-18,20,Saturday,1,City_B,City_B_Area_5,31,Premium,Fast Food,Burger,4.2,3,24.27,0,3.4,0.88,0.0,28.55,Credit Card,1.51,3.1,Clear,Medium,47,4.8,13,23,24.0,0,Completed,,4.5
ORD_011863,CUS_00007,RES_0001,DRV_0182,2025-10-20 16:51:00,2025-10-20,16,Monday,0,City_A,City_A_Area_6,18,New,Fast Food,Local,3.9,2,20.37,0,2.85,0.78,6.5,30.5,Credit Card,,9.0,Clear,High,39,4.3,14,52,,,Cancelled,Driver Unassigned,
ORD_011864,CUS_01466,RES_0001,DRV_0103,2025-10-28 15:13:00,2025-10-28,15,Tuesday,0,City_A,City_A_Area_10,28,New,Fast Food,Local,3.9,1,9.75,0,1.37,0.57,4.3,15.99,Cash,0.0,4.6,Clear,Medium,33,4.0,5,25,22.0,0,Completed,,5.0
ORD_011865,CUS_00004,RES_0132,DRV_0167,2025-10-22 12:20:00,2025-10-22,12,Wednesday,0,City_A,City_A_Area_3,19,Regular,Casual Dining,Pizza,3.4,5,71.98,10,9.07,4.31,5.25,83.41,Digital Wallet,6.84,6.5,Cloudy,Medium,19,4.3,23,48,48.0,0,Completed,,4.6
ORD_011866,CUS_00003,RES_0056,DRV_0084,2025-10-20 12:15:00,2025-10-20,12,Monday,0,City_D,City_D_Area_6,25,Regular,Fine Dining,Dessert,4.3,1,33.32,0,4.66,1.95,6.75,46.68,Credit Card,0.0,9.5,Cloudy,Medium,21,4.8,17,51,58.0,1,Completed,,3.6
ORD_011867,CUS_00007,RES_0001,DRV_0192,2025-10-15 06:01:00,2025-10-15,6,Wednesday,0,City_A,City_A_Area_6,18,New,Fast Food,Local,3.9,3,25.51,0,3.57,1.0,3.2,33.28,Cash,0.0,2.4,Cloudy,High,6,4.8,14,23,29.0,1,Completed,,4.1
ORD_011868,CUS_00836,RES_0016,DRV_0152,2025-10-06 19:41:00,2025-10-06,19,Monday,0,City_A,City_A_Area_1,19,Regular,Casual Dining,Asian,4.5,2,29.37,0,4.11,1.41,6.55,41.44,Credit Card,4.45,9.1,Clear,High,52,5.0,18,56,59.0,0,Completed,,4.6
ORD_011869,CUS_00003,RES_0002,DRV_0050,2025-10-16 17:01:00,2025-10-16,17,Thursday,0,City_D,City_D_Area_1,25,Regular,Fast Food,Burger,3.6,1,9.59,0,1.34,0.43,2.7,14.06,Credit Card,1.45,1.4,Rain,Low,49,5.0,7,12,14.0,0,Completed,,4.7
ORD_011870,CUS_00058,RES_0031,DRV_0105,2025-10-02 22:27:00,2025-10-02,22,Thursday,0,City_B,City_B_Area_1,30,New,Cafe,Asian,3.9,1,6.52,0,0.91,0.2,4.8,12.43,Cash,0.0,5.6,Clear,Medium,60,4.3,11,26,27.0,0,Completed,,3.7
ORD_011871,CUS_00025,RES_0001,DRV_0004,2025-10-25 12:56:00,2025-10-25,12,Saturday,1,City_A,City_A_Area_4,25,Regular,Fast Food,Local,3.9,3,25.72,10,3.24,0.94,7.2,34.53,Credit Card,2.22,10.4,Clear,Medium,41,4.5,12,50,49.0,0,Completed,,5.0
ORD_011872,CUS_02725,RES_0120,DRV_0034,2025-10-27 18:04:00,2025-10-27,18,Monday,0,City_B,City_B_Area_3,18,Regular,Fast Food,Dessert,4.9,1,9.78,10,1.23,0.34,2.95,13.32,Credit Card,0.96,1.9,Clear,Medium,18,4.5,9,15,16.0,0,Completed,,5.0
ORD_011873,CUS_00546,RES_0040,DRV_0001,2025-10-03 21:07:00,2025-10-03,21,Friday,0,City_B,City_B_Area_8,27,Regular,Casual Dining,Burger,3.6,2,31.26,0,4.38,1.87,5.45,42.96,Credit Card,0.0,6.9,Rain,High,45,4.1,25,46,72.0,1,Completed,,2.9
ORD_011874,CUS_00179,RES_0039,DRV_0116,2025-10-23 19:08:00,2025-10-23,19,Thursday,0,City_B,City_B_Area_3,31,Regular,Fast Food,Dessert,3.9,7,61.51,0,8.61,2.44,3.7,76.26,Cash,0.0,3.4,Clear,High,21,4.5,27,38,43.0,0,Completed,,5.0
ORD_011875,CUS_00109,RES_0090,DRV_0049,2025-10-17 04:16:00,2025-10-17,4,Friday,0,City_B,City_B_Area_7,29,Regular,Fast Food,Asian,4.0,4,39.56,10,4.98,1.39,3.65,45.62,Cash,0.0,3.3,Clear,Low,5,4.3,17,24,25.0,0,Completed,,5.0
ORD_011876,CUS_06929,RES_0059,DRV_0125,2025-10-08 18:18:00,2025-10-08,18,Wednesday,0,City_A,City_A_Area_7,33,Regular,Casual Dining,Asian,5.0,9,118.62,0,16.61,8.28,3.1,146.61,Credit Card,18.07,2.2,Clear,High,54,4.3,39,48,48.0,0,Completed,,5.0
ORD_011877,CUS_00013,RES_0007,DRV_0080,2025-10-20 15:47:00,2025-10-20,15,Monday,0,City_A,City_A_Area_5,19,Regular,Cafe,Dessert,4.2,3,17.22,5,2.29,0.77,5.05,24.47,Cash,0.0,6.1,Clear,Medium,27,3.9,14,32,35.0,0,Completed,,4.3
ORD_011878,CUS_00003,RES_0002,DRV_0100,2025-10-30 14:41:00,2025-10-30,14,Thursday,0,City_D,City_D_Area_4,25,Regular,Fast Food,Burger,3.6,9,91.14,0,12.76,4.93,5.7,114.53,Digital Wallet,0.0,7.4,Clear,High,50,4.1,28,62,63.0,0,Completed,,4.3
ORD_011879,CUS_01128,RES_0004,DRV_0193,2025-10-27 16:25:00,2025-10-27,16,Monday,0,City_B,City_B_Area_6,38,Regular,Fast Food,Burger,4.2,9,86.9,0,12.17,3.47,4.0,106.54,Digital Wallet,13.83,4.0,Clear,Low,8,4.0,34,39,46.0,1,Completed,,4.6
ORD_011880,CUS_00075,RES_0085,DRV_0071,2025-10-28 14:30:00,2025-10-28,14,Tuesday,0,City_A,City_A_Area_3,22,Regular,Fast Food,Local,4.2,6,48.72,0,6.82,2.49,4.85,62.88,Digital Wallet,0.0,5.7,Clear,Medium,54,4.1,22,41,39.0,0,Completed,,5.0
ORD_011881,CUS_00193,RES_0001,DRV_0186,2025-10-15 18:55:00,2025-10-15,18,Wednesday,0,City_A,City_A_Area_1,19,Premium,Fast Food,Local,3.9,3,26.93,5,3.58,1.33,0.0,30.49,Cash,0.0,1.8,Cloudy,Medium,45,4.6,15,19,24.0,0,Completed,,4.2
ORD_011882,CUS_00377,RES_0169,DRV_0032,2025-10-13 01:33:00,2025-10-13,1,Monday,0,City_A,City_A_Area_2,38,Regular,Casual Dining,Pizza,4.9,5,74.23,10,9.35,3.05,4.75,83.96,Digital Wallet,0.0,5.5,Rain,Low,6,4.9,28,39,50.0,1,Completed,,4.1
ORD_011883,CUS_02670,RES_0094,DRV_0163,2025-10-21 10:28:00,2025-10-21,10,Tuesday,0,City_B,City_B_Area_1,30,Premium,Fast Food,Dessert,4.5,1,8.39,0,1.17,0.57,0.0,10.13,Credit Card,0.0,2.2,Rain,Medium,60,4.9,6,16,13.0,0,Completed,,5.0
ORD_011884,CUS_00133,RES_0053,DRV_0109,2025-10-23 12:09:00,2025-10-23,12,Thursday,0,City_D,City_D_Area_1,18,New,Casual Dining,Dessert,3.9,2,32.56,0,4.56,2.13,3.05,42.3,Credit Card,4.26,2.1,Rain,Medium,43,4.8,12,22,24.0,0,Completed,,4.7
ORD_011885,CUS_06568,RES_0054,DRV_0052,2025-10-19 13:39:00,2025-10-19,13,Sunday,1,City_C,City_C_Area_7,28,New,Casual Dining,Dessert,5.0,2,28.74,5,3.82,0.86,3.05,35.03,Credit Card,1.86,2.1,Cloudy,High,22,4.4,15,24,25.0,0,Completed,,4.1
ORD_011886,CUS_00008,RES_0001,DRV_0059,2025-10-25 09:57:00,2025-10-25,9,Saturday,1,City_A,City_A_Area_3,21,Premium,Fast Food,Local,3.9,2,18.74,0,2.62,0.75,0.0,22.11,Credit Card,2.93,3.8,Clear,Low,44,4.5,5,21,14.0,0,Completed,,3.8
ORD_011887,CUS_00001,RES_0166,DRV_0083,2025-10-25 20:10:00,2025-10-25,20,Saturday,1,City_C,City_C_Area_6,40,Premium,Fast Food,Healthy,4.1,4,40.1,15,4.77,1.83,0.0,40.68,Cash,0.0,5.6,Cloudy,Low,45,4.7,14,31,32.0,0,Completed,,4.6
ORD_011888,CUS_03912,RES_0004,DRV_0034,2025-10-24 21:58:00,2025-10-24,21,Friday,0,City_B,City_B_Area_3,29,Regular,Fast Food,Burger,4.2,2,16.79,0,2.35,0.52,4.85,24.51,Cash,0.0,5.7,Clear,Low,18,4.5,8,26,20.0,0,Completed,,4.1
ORD_011889,CUS_00034,RES_0028,DRV_0033,2025-10-01 19:32:00,2025-10-01,19,Wednesday,0,City_B,City_B_Area_7,30,Regular,Casual Dining,Burger,3.2,1,17.0,5,2.26,0.92,3.7,23.03,Credit Card,0.0,3.4,Cloudy,Medium,28,4.3,11,22,28.0,1,Completed,,3.9
ORD_011890,CUS_00189,RES_0181,DRV_0199,2025-10-28 21:30:00,2025-10-28,21,Tuesday,0,City_A,City_A_Area_7,29,Regular,Fast Food,Asian,5.0,1,7.69,0,1.08,0.44,3.95,13.16,Credit Card,0.0,3.9,Clear,Medium,6,4.4,13,22,30.0,1,Completed,,3.9
ORD_011891,CUS_00006,RES_0025,DRV_0117,2025-10-29 19:21:00,2025-10-29,19,Wednesday,0,City_B,City_B_Area_3,27,Regular,Casual Dining,Dessert,3.3,1,14.96,0,2.09,0.6,5.5,23.15,Cash,0.0,7.0,Rain,High,50,4.4,11,42,53.0,1,Completed,,3.5
ORD_011892,CUS_00013,RES_0001,DRV_0186,2025-10-12 13:53:00,2025-10-12,13,Sunday,1,City_A,City_A_Area_6,19,Regular,Fast Food,Local,3.9,5,42.02,15,5.0,1.94,6.8,49.46,Cash,0.0,9.6,Clear,Low,45,4.6,15,45,42.0,0,Completed,,4.8
ORD_011893,CUS_00001,RES_0003,DRV_0064,2025-10-18 13:28:00,2025-10-18,13,Saturday,1,City_C,City_C_Area_2,40,Premium,Cafe,Burger,4.8,1,6.15,0,0.86,0.23,0.0,7.24,Cash,0.0,2.4,Cloudy,Medium,29,4.3,10,15,22.0,1,Completed,,4.0
ORD_011894,CUS_00087,RES_0007,DRV_0167,2025-10-18 09:40:00,2025-10-18,9,Saturday,1,City_A,City_A_Area_10,18,Regular,Cafe,Dessert,4.2,5,31.85,0,4.46,1.87,4.7,42.88,Cash,,5.4,Cloudy,Low,19,4.3,19,29,,,Cancelled,Restaurant Unavailable,
ORD_011895,CUS_00340,RES_0005,DRV_0143,2025-10-03 07:20:00,2025-10-03,7,Friday,0,City_A,City_A_Area_2,34,New,Fast Food,Dessert,4.3,6,61.93,15,7.37,2.59,4.15,66.75,Credit Card,0.0,4.3,Clear,Medium,6,3.7,26,36,40.0,0,Completed,,5.0
ORD_011896,CUS_00203,RES_0190,DRV_0132,2025-10-18 10:39:00,2025-10-18,10,Saturday,1,City_A,City_A_Area_7,19,Regular,Fast Food,Healthy,4.6,7,59.05,15,7.03,2.3,4.3,63.82,Cash,0.0,4.6,Cloudy,Low,2,4.6,23,35,34.0,0,Completed,,4.3
ORD_011897,CUS_00050,RES_0003,DRV_0067,2025-10-17 15:11:00,2025-10-17,15,Friday,0,City_C,City_C_Area_9,29,Regular,Cafe,Burger,4.8,5,31.79,5,4.23,1.36,4.25,40.04,Cash,0.0,4.5,Cloudy,Low,1,4.6,14,27,27.0,0,Completed,,5.0
ORD_011898,CUS_00031,RES_0018,DRV_0130,2025-10-11 09:15:00,2025-10-11,9,Saturday,1,City_B,City_B_Area_5,39,Premium,Casual Dining,Burger,5.0,2,32.58,0,4.56,1.79,0.0,38.93,Credit Card,0.0,7.4,Clear,High,6,4.5,14,48,48.0,0,Completed,,3.9
ORD_011899,CUS_00001,RES_0036,DRV_0064,2025-10-05 22:42:00,2025-10-05,22,Sunday,1,City_C,City_C_Area_8,40,Premium,Fast Food,Asian,4.4,2,17.37,10,2.19,0.93,0.0,18.75,Cash,0.0,6.9,Rain,High,29,4.3,14,42,56.0,1,Completed,,4.6
ORD_011900,CUS_00120,RES_0136,DRV_0185,2025-10-22 10:25:00,2025-10-22,10,Wednesday,0,City_A,City_A_Area_10,21,New,Cafe,Asian,3.8,2,13.38,0,1.87,0.61,3.25,19.11,Digital Wallet,2.58,2.5,Cloudy,Medium,19,3.8,12,17,25.0,1,Completed,,4.4
ORD_011901,CUS_05977,RES_0005,DRV_0080,2025-10-29 20:54:00,2025-10-29,20,Wednesday,0,City_A,City_A_Area_4,24,Regular,Fast Food,Dessert,4.3,6,60.44,0,8.46,2.28,2.95,74.13,Digital Wallet,0.0,1.9,Rain,High,27,3.9,22,29,34.0,0,Completed,,4.6
ORD_011902,CUS_00001,RES_0003,DRV_0136,2025-10-07 20:29:00,2025-10-07,20,Tuesday,0,City_C,City_C_Area_1,40,Premium,Cafe,Burger,4.8,1,5.95,10,0.75,0.26,0.0,6.37,Digital Wallet,0.85,3.3,Cloudy,High,16,4.4,11,21,27.0,1,Completed,,4.0
ORD_011903,CUS_00029,RES_0008,DRV_0107,2025-10-26 09:22:00,2025-10-26,9,Sunday,1,City_C,City_C_Area_4,19,Regular,Casual Dining,Healthy,4.4,4,56.83,0,7.96,3.97,3.75,72.51,Credit Card,0.0,3.5,Clear,Medium,12,4.2,23,34,35.0,0,Completed,,4.2
ORD_011904,CUS_00001,RES_0003,DRV_0082,2025-10-23 19:32:00,2025-10-23,19,Thursday,0,City_C,City_C_Area_7,40,Premium,Cafe,Burger,4.8,1,5.24,0,0.73,0.22,0.0,6.19,Digital Wallet,0.32,7.1,Cloudy,Medium,23,4.7,10,32,38.0,1,Completed,,4.2
ORD_011905,CUS_00276,RES_0017,DRV_0101,2025-10-18 20:23:00,2025-10-18,20,Saturday,1,City_A,City_A_Area_9,24,Regular,Casual Dining,Dessert,4.3,7,114.47,0,16.03,3.59,5.35,139.44,Credit Card,7.12,6.7,Cloudy,Low,11,4.0,33,50,58.0,1,Completed,,4.3
ORD_011906,CUS_00076,RES_0001,DRV_0141,2025-10-29 21:05:00,2025-10-29,21,Wednesday,0,City_A,City_A_Area_6,20,New,Fast Food,Local,3.9,2,17.87,0,2.5,0.64,7.0,28.01,Digital Wallet,2.66,10.0,Rain,Low,12,4.5,11,38,45.0,1,Completed,,4.4
ORD_011907,CUS_00016,RES_0002,DRV_0050,2025-10-07 22:45:00,2025-10-07,22,Tuesday,0,City_D,City_D_Area_4,36,Regular,Fast Food,Burger,3.6,2,17.87,15,2.13,0.62,3.6,21.54,Credit Card,1.34,3.2,Clear,Low,49,5.0,9,19,18.0,0,Completed,,4.2
ORD_011908,CUS_05711,RES_0001,DRV_0146,2025-10-18 21:33:00,2025-10-18,21,Saturday,1,City_A,City_A_Area_6,34,Premium,Fast Food,Local,3.9,1,9.85,0,1.38,0.63,0.0,11.86,Digital Wallet,1.16,7.8,Cloudy,Medium,53,4.8,9,36,43.0,1,Completed,,3.9
ORD_011909,CUS_00170,RES_0147,DRV_0073,2025-10-02 12:18:00,2025-10-02,12,Thursday,0,City_B,City_B_Area_8,47,Regular,Cafe,Asian,3.5,2,13.45,10,1.69,0.83,2.95,17.57,Cash,0.0,1.9,Clear,High,22,4.8,9,17,14.0,0,Completed,,4.1
ORD_011910,CUS_00004,RES_0100,DRV_0171,2025-10-28 11:22:00,2025-10-28,11,Tuesday,0,City_A,City_A_Area_1,19,Regular,Casual Dining,Healthy,3.5,1,12.75,0,1.78,0.76,4.7,19.99,Cash,0.0,5.4,Clear,Medium,60,4.4,7,30,29.0,0,Completed,,4.2
ORD_011911,CUS_00015,RES_0001,DRV_0088,2025-10-06 13:24:00,2025-10-06,13,Monday,0,City_A,City_A_Area_7,45,Regular,Fast Food,Local,3.9,1,8.22,15,0.98,0.42,4.7,13.09,Cash,0.0,5.4,Clear,Low,31,4.2,9,23,23.0,0,Completed,,4.8
ORD_011912,CUS_00013,RES_0001,DRV_0102,2025-10-22 14:28:00,2025-10-22,14,Wednesday,0,City_A,City_A_Area_1,19,Regular,Fast Food,Local,3.9,2,20.67,0,2.89,1.07,3.25,27.88,Cash,0.0,2.5,Cloudy,Medium,41,4.0,15,19,23.0,0,Completed,,5.0
ORD_011913,CUS_00008,RES_0001,DRV_0089,2025-10-08 11:52:00,2025-10-08,11,Wednesday,0,City_A,City_A_Area_1,21,Premium,Fast Food,Local,3.9,1,8.12,15,0.97,0.21,0.0,8.08,Credit Card,0.0,4.5,Clear,Low,27,4.8,9,21,21.0,0,Completed,,4.2
ORD_011914,CUS_00021,RES_0002,DRV_0084,2025-10-21 07:15:00,2025-10-21,7,Tuesday,0,City_D,City_D_Area_4,25,New,Fast Food,Burger,3.6,2,18.75,0,2.63,0.92,5.45,27.75,Credit Card,1.48,6.9,Clear,Medium,21,4.8,17,35,44.0,1,Completed,,3.0
ORD_011915,CUS_00022,RES_0036,DRV_0016,2025-10-21 18:01:00,2025-10-21,18,Tuesday,0,City_C,City_C_Area_1,21,New,Fast Food,Asian,4.4,6,56.77,5,7.55,2.12,4.75,68.35,Credit Card,8.4,5.5,Rain,Medium,19,4.1,22,40,50.0,1,Completed,,3.6
ORD_011916,CUS_01540,RES_0003,DRV_0179,2025-10-26 10:28:00,2025-10-26,10,Sunday,1,City_C,City_C_Area_3,37,Premium,Cafe,Burger,4.8,2,10.44,0,1.46,0.72,0.0,12.62,Credit Card,0.0,8.8,Clear,Low,50,4.5,5,33,29.0,0,Completed,,4.5
ORD_011917,CUS_01612,RES_0021,DRV_0173,2025-10-17 21:57:00,2025-10-17,21,Friday,0,City_B,City_B_Area_1,18,Regular,Cafe,Local,4.2,1,5.38,0,0.75,0.34,4.55,11.02,Cash,0.0,5.1,Clear,High,23,4.5,8,30,32.0,0,Completed,,4.2
ORD_011918,CUS_00098,RES_0002,DRV_0100,2025-10-04 11:32:00,2025-10-04,11,Saturday,1,City_D,City_D_Area_1,28,Premium,Fast Food,Burger,3.6,4,34.64,0,4.85,1.07,0.0,40.56,Credit Card,5.21,3.4,Clear,Low,50,4.1,25,25,36.0,1,Completed,,3.4
ORD_011919,CUS_00525,RES_0013,DRV_0015,2025-10-17 10:17:00,2025-10-17,10,Friday,0,City_C,City_C_Area_1,35,Regular,Fast Food,Dessert,4.8,2,17.47,15,2.08,0.93,3.35,21.21,Cash,0.0,2.7,Cloudy,Low,9,4.2,7,18,16.0,0,Completed,,4.2
ORD_011920,CUS_00049,RES_0026,DRV_0016,2025-10-26 10:43:00,2025-10-26,10,Sunday,1,City_C,City_C_Area_8,26,Regular,Casual Dining,Burger,4.8,1,16.07,0,2.25,1.12,4.3,23.74,Digital Wallet,0.0,4.6,Clear,Low,19,4.1,12,23,28.0,0,Completed,,4.7
ORD_011921,CUS_00001,RES_0192,DRV_0155,2025-10-16 11:53:00,2025-10-16,11,Thursday,0,City_C,City_C_Area_3,40,Premium,Fine Dining,Local,4.6,2,58.18,5,7.74,1.75,0.0,64.76,Digital Wallet,,7.9,Clear,Low,46,4.5,28,44,,,Cancelled,Customer Cancelled,
ORD_011922,CUS_00016,RES_0002,DRV_0095,2025-10-21 17:08:00,2025-10-21,17,Tuesday,0,City_D,City_D_Area_3,36,Regular,Fast Food,Burger,3.6,2,18.36,0,2.57,1.06,4.7,26.69,Cash,0.0,5.4,Clear,High,48,4.8,5,35,30.0,0,Completed,,4.5
ORD_011923,CUS_05813,RES_0126,DRV_0098,2025-10-15 22:01:00,2025-10-15,22,Wednesday,0,City_B,City_B_Area_3,37,New,Fast Food,Healthy,3.7,2,20.35,0,2.85,1.39,5.5,30.09,Credit Card,3.68,7.0,Rain,High,19,4.5,7,42,48.0,1,Completed,,4.6
ORD_011924,CUS_00052,RES_0098,DRV_0026,2025-10-15 14:54:00,2025-10-15,14,Wednesday,0,City_B,City_B_Area_3,36,New,Fast Food,Asian,4.4,1,9.28,0,1.3,0.58,2.9,14.06,Credit Card,0.81,1.8,Rain,Low,6,5.0,11,13,19.0,1,Completed,,3.4
ORD_011925,CUS_00750,RES_0040,DRV_0041,2025-10-08 17:04:00,2025-10-08,17,Wednesday,0,City_B,City_B_Area_2,29,Regular,Casual Dining,Burger,3.6,3,46.66,0,6.53,1.78,3.05,58.02,Cash,4.25,2.1,Rain,Medium,21,4.8,24,26,35.0,1,Completed,,3.9
ORD_011926,CUS_03757,RES_0003,DRV_0153,2025-10-17 20:49:00,2025-10-17,20,Friday,0,City_C,City_C_Area_3,21,Regular,Cafe,Burger,4.8,8,47.27,0,6.62,3.02,5.35,62.26,Digital Wallet,9.16,6.7,Cloudy,High,51,4.7,22,51,55.0,0,Completed,,4.3
ORD_011927,CUS_00203,RES_0001,DRV_0089,2025-10-30 12:53:00,2025-10-30,12,Thursday,0,City_A,City_A_Area_5,19,Regular,Fast Food,Local,3.9,1,8.88,0,1.24,0.4,6.05,16.57,Credit Card,2.4,8.1,Cloudy,High,27,4.8,11,45,50.0,0,Completed,,5.0
ORD_011928,CUS_00001,RES_0081,DRV_0061,2025-10-19 10:19:00,2025-10-19,10,Sunday,1,City_C,City_C_Area_7,40,Premium,Fast Food,Asian,4.2,5,44.11,10,5.56,1.85,0.0,47.11,Credit Card,3.2,4.7,Cloudy,Low,44,4.1,20,31,35.0,0,Completed,,5.0
ORD_011929,CUS_00004,RES_0001,DRV_0171,2025-10-01 13:03:00,2025-10-01,13,Wednesday,0,City_A,City_A_Area_10,19,Regular,Fast Food,Local,3.9,4,40.83,0,5.72,1.63,4.8,52.98,Credit Card,0.0,5.6,Cloudy,Medium,60,4.4,16,35,36.0,0,Completed,,5.0
ORD_011930,CUS_00010,RES_0003,DRV_0067,2025-10-13 12:04:00,2025-10-13,12,Monday,0,City_C,City_C_Area_8,28,Premium,Cafe,Burger,4.8,5,34.05,0,4.77,1.63,0.0,40.45,Credit Card,3.66,4.3,Cloudy,Medium,1,4.6,21,30,37.0,1,Completed,,4.4
ORD_011931,CUS_00031,RES_0055,DRV_0133,2025-10-06 20:16:00,2025-10-06,20,Monday,0,City_B,City_B_Area_4,39,Premium,Casual Dining,Dessert,4.5,1,14.78,0,2.07,0.67,0.0,17.52,Cash,2.19,4.8,Clear,High,29,4.3,9,32,30.0,0,Completed,,4.6
ORD_011932,CUS_00053,RES_0162,DRV_0111,2025-10-10 22:04:00,2025-10-10,22,Friday,0,City_B,City_B_Area_2,36,Regular,Fine Dining,Local,4.2,7,206.77,0,28.95,9.19,4.6,249.51,Cash,0.0,5.2,Clear,Low,14,4.4,55,65,67.0,0,Completed,,4.7
ORD_011933,CUS_00777,RES_0010,DRV_0078,2025-10-01 18:49:00,2025-10-01,18,Wednesday,0,City_C,City_C_Area_9,30,Regular,Fast Food,Dessert,4.5,2,17.64,10,2.22,0.53,4.25,22.88,Credit Card,2.98,4.5,Cloudy,Low,24,4.9,5,23,20.0,0,Completed,,4.6
ORD_011934,CUS_00012,RES_0147,DRV_0110,2025-10-26 18:07:00,2025-10-26,18,Sunday,1,City_B,City_B_Area_5,18,New,Cafe,Asian,3.5,6,40.17,0,5.62,2.41,5.15,53.35,Credit Card,7.85,6.3,Clear,Medium,21,4.9,19,39,43.0,0,Completed,,4.2
